84:IF 0.225,0.585|#|0.425,#|#,0.405|#|#|#|0.315,#| THEN  NUC With Confidence=0.73655915 and Coverage=0.3549223
85:IF 0.225,0.585|#|0.455,#|#,0.395|#|#|0.535,#|0.125,0.245| THEN  CYT With Confidence=0.7307692 and Coverage=0.13669065
86:IF #,0.685|#|#,0.435|#,0.415|#|#|#|#| THEN  ME3 With Confidence=0.7303371 and Coverage=0.88435376
87:IF 0.385,0.695|#|#|0.365,#|#|#|#|0.215,0.315| THEN  MIT With Confidence=0.72727275 and Coverage=0.47488585
88:IF 0.225,0.575|#|0.46499999999999997,#|#,0.395|#|#|0.535,#|0.15000000000000002,0.255| THEN  CYT With Confidence=0.72619045 and Coverage=0.14628297
89:IF #|#|0.455,#|#,0.255|#|#|0.535,#|0.125,0.245| THEN  CYT With Confidence=0.72 and Coverage=0.1294964
90:IF 0.375,0.46499999999999997|#|0.565,#|#|#|#|#|#,0.245| THEN  CYT With Confidence=0.7173913 and Coverage=0.07913669
91:IF #|#|0.46499999999999997,#|#,0.405|#|#|#|0.315,0.725| THEN  NUC With Confidence=0.71348315 and Coverage=0.32901555
92:IF #,0.695|0.325,0.665|0.445,#|#,0.395|#|#|0.535,#|0.15000000000000002,0.255| THEN  CYT With Confidence=0.71276593 and Coverage=0.16067146
93:IF #|#|0.515,#|#|#|#|#|0.325,#| THEN  NUC With Confidence=0.704918 and Coverage=0.22279793
94:IF 0.805,#|#|#|0.385,#|#|#|#|0.2,0.28500000000000003| THEN  ME2 With Confidence=0.7 and Coverage=0.15555556
95:IF #|0.395,0.495|0.475,0.575|#,0.255|#|#|#|#,0.315| THEN  CYT With Confidence=0.6984127 and Coverage=0.21103117
96:IF #,0.685|#|#,0.435|#|#|#|#|#| THEN  ME3 With Confidence=0.6923077 and Coverage=0.9183673
97:IF 0.375,0.695|0.355,#|#|0.335,#|#|#|#|0.215,0.305| THEN  MIT With Confidence=0.6890244 and Coverage=0.51598173
98:IF #,0.585|#|0.425,#|#,0.385|#|#|#|0.28500000000000003,#| THEN  NUC With Confidence=0.6826087 and Coverage=0.40673575
99:IF 0.225,0.585|#|0.455,#|#,0.395|#|#|#|0.275,#| THEN  NUC With Confidence=0.68085104 and Coverage=0.41450778
100:IF 0.375,0.695|0.325,#|#|0.325,#|#|#|#|0.215,0.305| THEN  MIT With Confidence=0.6666667 and Coverage=0.53881276
101:IF 0.875,#|#|#|0.215,#|#|#|#|0.215,0.315| THEN  ME2 With Confidence=0.6666667 and Coverage=0.17777778
102:IF #|0.395,0.495|0.475,0.575|#,0.385|#|#|#|#,0.28500000000000003| THEN  CYT With Confidence=0.6643836 and Coverage=0.2326139
103:IF 0.365,0.46499999999999997|#|0.555,#|#|#|#|#|#,0.255| THEN  CYT With Confidence=0.6617647 and Coverage=0.107913665
104:IF 0.375,0.695|#|#|0.325,#|#|#|#|0.215,0.315| THEN  MIT With Confidence=0.65405405 and Coverage=0.5525114
105:IF #|#|#|0.46499999999999997,0.775|#|#|#|#| THEN  MIT With Confidence=0.6532258 and Coverage=0.369863
106:IF #,0.575|#|0.46499999999999997,#|#,0.405|#|#|#|0.255,#| THEN  NUC With Confidence=0.64912283 and Coverage=0.4792746
107:IF 0.785,#|#|#,0.415|#|#|#|#|#,0.245| THEN  ME2 With Confidence=0.64705884 and Coverage=0.24444444
108:IF 0.225,0.695|0.325,#|#|0.325,#|#|#|#|0.215,0.315| THEN  MIT With Confidence=0.6458333 and Coverage=0.56621003
109:IF 0.735,#|#|#,0.375|#|#|#|#|#| THEN  ME1 With Confidence=0.6451613 and Coverage=0.5
110:IF 0.215,0.585|#|0.415,#|#,0.405|#|#|#|0.265,#| THEN  NUC With Confidence=0.64214045 and Coverage=0.4974093
111:IF 0.305,0.695|#|#|0.325,#|#|#|#|0.215,0.315| THEN  MIT With Confidence=0.63917524 and Coverage=0.56621003
112:IF 0.875,#|#|#|#|#|#|#|#,0.245| THEN  ME2 With Confidence=0.6363636 and Coverage=0.15555556
113:IF #|#|0.495,0.555|0.155,0.20500000000000002|#|#|#|#,0.315| THEN  CYT With Confidence=0.62886596 and Coverage=0.14628297
114:IF #|0.305,0.495|0.475,0.575|#,0.255|#|#|#|#,0.315| THEN  CYT With Confidence=0.62643677 and Coverage=0.2613909
115:IF #|0.325,0.655|0.455,#|#,0.245|#|#|#|#,0.245| THEN  CYT With Confidence=0.6130268 and Coverage=0.38369304
116:IF #|0.325,#|0.495,0.575|#,0.255|#|#|#|#,0.315| THEN  CYT With Confidence=0.61278194 and Coverage=0.3908873
117:IF #,0.585|#|0.425,#|#,0.385|#|#|#|0.235,#| THEN  NUC With Confidence=0.61185986 and Coverage=0.5880829
118:IF 0.735,0.835|#|0.445,#|#|#|#|#|0.215,0.315| THEN  EXC With Confidence=0.6060606 and Coverage=0.625
119:IF #|0.325,0.655|0.455,#|#,0.245|#|#|#|#,0.255| THEN  CYT With Confidence=0.6026936 and Coverage=0.4292566
120:IF #|0.355,0.565|0.475,#|#,0.275|#|#|#|#,0.28500000000000003| THEN  CYT With Confidence=0.5980392 and Coverage=0.4388489
121:IF 0.685,#|#|#,0.375|#|#|#|#|#| THEN  ME1 With Confidence=0.5945946 and Coverage=0.55
122:IF #,0.605|#,0.635|0.415,#|#,0.405|#|#|#|0.245,#| THEN  NUC With Confidence=0.59383035 and Coverage=0.5984456
123:IF 0.375,0.695|0.325,0.665|0.445,#|#,0.245|#|#|#|#,0.315| THEN  CYT With Confidence=0.5897436 and Coverage=0.4964029
124:IF #,0.605|#|0.415,#|#,0.395|#|#|#|0.245,#| THEN  NUC With Confidence=0.58808935 and Coverage=0.61398965
125:IF #,0.665|#|0.435,#|#,0.395|#|#|#|0.245,#| THEN  NUC With Confidence=0.5839416 and Coverage=0.6217617
126:IF #|#|0.495,0.575|#,0.265|#|#|#|#,0.315| THEN  CYT With Confidence=0.5816327 and Coverage=0.41007194
127:IF #|0.765,#|#|#|#|#|#,0.505|#| THEN  EXC With Confidence=0.57894737 and Coverage=0.34375
128:IF #|#|0.425,#|#,0.405|#|#|#|0.255,#| THEN  NUC With Confidence=0.57360405 and Coverage=0.58549225
129:IF #|#|0.46499999999999997,0.575|#,0.255|#|#|#|#,0.315| THEN  CYT With Confidence=0.5694051 and Coverage=0.4820144
130:IF #|#|#,0.405|#|#|#|#|#| THEN  ME3 With Confidence=0.56632656 and Coverage=0.75510204
131:IF #|#|0.405,#|#|#|#|#|0.275,#| THEN  NUC With Confidence=0.5654596 and Coverage=0.52590674
132:IF 0.375,0.665|0.325,0.665|0.445,#|#,0.365|#|#|#|#,0.325| THEN  CYT With Confidence=0.56437767 and Coverage=0.63069546
133:IF #|#|0.425,#|#,0.405|#|#|#|0.245,#| THEN  NUC With Confidence=0.5595506 and Coverage=0.6450777
134:IF #|#|0.455,0.575|#,0.255|#|#|#|#,0.315| THEN  CYT With Confidence=0.55945945 and Coverage=0.4964029
135:IF #|#|#|0.385,#|#|#|#|#| THEN  MIT With Confidence=0.5525114 and Coverage=0.5525114
136:IF #|0.665,#|#,0.445|#|#|#|#|#| THEN  ME1 With Confidence=0.5483871 and Coverage=0.85
137:IF #,0.695|0.325,0.655|0.445,#|#,0.385|#|#|#|#,0.315| THEN  CYT With Confidence=0.5353902 and Coverage=0.70743406
138:IF #|#|0.46499999999999997,#|#,0.28500000000000003|#|#|#|#,0.315| THEN  CYT With Confidence=0.5185185 and Coverage=0.6378897
139:IF #|0.305,0.655|0.435,#|#,0.385|#|#|#|#,0.315| THEN  CYT With Confidence=0.5167785 and Coverage=0.73860914
140:IF #|#|0.46499999999999997,#|#,0.315|#|#|#|#,0.325| THEN  CYT With Confidence=0.5090253 and Coverage=0.676259
141:IF #|#|0.455,#|#,0.355|#|#|#|#,0.315| THEN  CYT With Confidence=0.49667773 and Coverage=0.71702635
142:IF #|#,0.655|0.445,#|#,0.455|#|#|#|#,0.315| THEN  CYT With Confidence=0.49467275 and Coverage=0.7793765
143:IF #,0.685|#|#,0.46499999999999997|#|#|#|#|#| THEN  ME3 With Confidence=0.4880546 and Coverage=0.9727891
144:IF 0.735,0.835|#|#|0.215,#|#|#|#|0.215,0.315| THEN  EXC With Confidence=0.41509435 and Coverage=0.6875
145:IF 0.655,#|#|#,0.415|#|#|#|#|0.215,0.315| THEN  ME2 With Confidence=0.4 and Coverage=0.4888889
146:IF #|#,0.675|0.425,#|#|#|#|#|#| THEN  CYT With Confidence=0.39396888 and Coverage=0.971223
147:IF #|#,0.665|0.415,#|#|#|#|#|#| THEN  CYT With Confidence=0.39326924 and Coverage=0.98081535

1:IF #|0.835,#|0.475,#|#|#|#|#|#| THEN  ERL With Confidence=1.0 and Coverage=0.5
2:IF 0.655,#|0.675,#|#,0.435|#|#|#|#|0.24,0.645| THEN  ME1 With Confidence=1.0 and Coverage=0.325
3:IF 0.695,#|0.655,#|#,0.435|#|#|#|#|0.255,#| THEN  ME1 With Confidence=1.0 and Coverage=0.325
4:IF 0.645,#|#|0.275,0.375|#|#|#|#|0.28500000000000003,#| THEN  ME1 With Confidence=1.0 and Coverage=0.3
5:IF 0.765,#|0.675,#|0.475,#|#|#|#|#,0.525|#| THEN  EXC With Confidence=1.0 and Coverage=0.28125
6:IF #,0.665|#|0.345,0.375|#,0.415|#|#|#|0.215,0.305| THEN  ME3 With Confidence=1.0 and Coverage=0.1849315
7:IF 0.305,0.46499999999999997|#|#,0.355|#|#|#|#|#,0.255| THEN  ME3 With Confidence=1.0 and Coverage=0.15753424
8:IF 0.875,#|#|#|0.345,#|#|#|#|#,0.265| THEN  ME2 With Confidence=1.0 and Coverage=0.13043478
9:IF #|0.365,0.405|0.475,0.485|#|#|#|#,0.545|#| THEN  POX With Confidence=1.0 and Coverage=0.11111111
10:IF 0.435,0.645|#|#|0.575,0.785|#|#|#|0.215,0.305| THEN  MIT With Confidence=1.0 and Coverage=0.10502283
11:IF 0.685,#|#|0.525,0.575|0.255,0.28500000000000003|#|#|#|#| THEN  VAC With Confidence=1.0 and Coverage=0.074074075
12:IF #|0.805,0.815|0.395,#|#|#|#|#|#| THEN  EXC With Confidence=1.0 and Coverage=0.0625
13:IF 0.725,0.755|#|#|0.425,0.455|#|#|#|#| THEN  POX With Confidence=1.0 and Coverage=0.055555556
14:IF #|#|0.46499999999999997,0.595|#|#|#|#|#,0.125| THEN  CYT With Confidence=1.0 and Coverage=0.033573143
15:IF #|#|0.535,#|#|#|#|0.515,0.525|0.295,#| THEN  NUC With Confidence=1.0 and Coverage=0.02849741
16:IF 0.435,0.515|#|#|0.485,#|#|#|#|0.215,0.255| THEN  MIT With Confidence=0.9677419 and Coverage=0.1369863
17:IF 0.405,0.555|#|#,0.355|#|#|#|#|#| THEN  ME3 With Confidence=0.96428573 and Coverage=0.1849315
18:IF #,0.555|#|0.28500000000000003,0.375|#|#|#|#|#,0.255| THEN  ME3 With Confidence=0.96153843 and Coverage=0.34246576
19:IF #,0.555|#|0.28500000000000003,0.375|#|#|#|#,0.565|0.215,0.325| THEN  ME3 With Confidence=0.943662 and Coverage=0.45890412
20:IF 0.435,0.515|#|#|0.485,#|#|#|#|0.215,0.28500000000000003| THEN  MIT With Confidence=0.94285715 and Coverage=0.15068494
21:IF #,0.515|#|0.28500000000000003,0.355|#|#|#|#|#| THEN  ME3 With Confidence=0.9411765 and Coverage=0.32876712
22:IF 0.46499999999999997,0.515|#|0.435,#|#,0.445|#|#|#|0.425,0.725| THEN  NUC With Confidence=0.9411765 and Coverage=0.041450776
23:IF #,0.515|#|#|#|#|#|#|#,0.15000000000000002| THEN  CYT With Confidence=0.9375 and Coverage=0.035971224
24:IF 0.435,0.645|#|#|0.575,0.785|#|#|#|#| THEN  MIT With Confidence=0.9354839 and Coverage=0.1324201
25:IF 0.655,#|#|0.28500000000000003,0.375|#|#|#|#|0.255,#| THEN  ME1 With Confidence=0.93333334 and Coverage=0.35
26:IF 0.375,#|#|0.555,0.575|#|#|#|#|0.315,#| THEN  NUC With Confidence=0.9285714 and Coverage=0.033678755
27:IF 0.435,0.515|#|0.445,#|0.415,#|#|#|#|0.215,0.28500000000000003| THEN  MIT With Confidence=0.925 and Coverage=0.16894977
28:IF 0.195,0.555|#|#,0.355|#|#|#|#|#| THEN  ME3 With Confidence=0.921875 and Coverage=0.4041096
29:IF 0.435,0.645|#|#|0.555,0.775|#|#|#|0.215,#| THEN  MIT With Confidence=0.9189189 and Coverage=0.15525115
30:IF 0.435,0.515|#|#|0.485,#|#|#|#|0.215,0.325| THEN  MIT With Confidence=0.9189189 and Coverage=0.15525115
31:IF 0.435,0.625|#|#|0.505,0.775|#|#|#|0.215,0.305| THEN  MIT With Confidence=0.9111111 and Coverage=0.18721461
32:IF #|#|0.535,#|#,0.385|#|#|#,0.525|0.315,#| THEN  NUC With Confidence=0.90909094 and Coverage=0.103626944
33:IF #,0.555|#|0.275,0.395|#|#|#|#|0.215,0.325| THEN  ME3 With Confidence=0.90425533 and Coverage=0.58219177
34:IF 0.195,0.555|#|0.275,0.395|#|#|#|0.455,0.565|#| THEN  ME3 With Confidence=0.9 and Coverage=0.6164383
35:IF #|#,0.355|#|#|#|#|0.485,0.495|#| THEN  NUC With Confidence=0.9 and Coverage=0.023316063
36:IF #|#|#|0.605,0.695|#|#|#|#| THEN  MIT With Confidence=0.8965517 and Coverage=0.11872146
37:IF 0.435,0.655|#|#|0.505,0.775|#|#|#|0.215,0.305| THEN  MIT With Confidence=0.8958333 and Coverage=0.19634703
38:IF 0.645,#|0.665,#|0.46499999999999997,#|#|#|#|#,0.535|#,0.275| THEN  EXC With Confidence=0.8947368 and Coverage=0.53125
39:IF 0.435,0.625|#|#|0.485,0.785|#|#|#|0.185,0.305| THEN  MIT With Confidence=0.8947368 and Coverage=0.23287672
40:IF #|0.425,0.485|0.505,0.525|#,0.355|#|#|#|#,0.315| THEN  CYT With Confidence=0.8888889 and Coverage=0.05755396
41:IF #|#|0.555,0.575|#|#|#|#|0.315,#| THEN  NUC With Confidence=0.8888889 and Coverage=0.041450776
42:IF #|#|0.435,0.575|#|#|#|#|0.505,0.675| THEN  NUC With Confidence=0.88235295 and Coverage=0.07772021
43:IF #|#|0.435,0.575|#,0.405|#|#|#|0.475,0.675| THEN  NUC With Confidence=0.875 and Coverage=0.09067357
44:IF #|#|#|#|#|#|#|#,0.125| THEN  CYT With Confidence=0.875 and Coverage=0.05035971
45:IF #,0.575|#|#,0.405|#,0.375|#|#|#|#| THEN  ME3 With Confidence=0.8717949 and Coverage=0.69863015
46:IF 0.435,0.655|#|#|0.485,#|#|#|#|0.215,0.305| THEN  MIT With Confidence=0.87096775 and Coverage=0.24657534
47:IF #|#|0.505,0.595|#,0.445|#|#|#|0.425,0.725| THEN  NUC With Confidence=0.8666667 and Coverage=0.10103627
48:IF 0.435,0.655|#|#|0.46499999999999997,0.785|#|#|#|0.215,0.28500000000000003| THEN  MIT With Confidence=0.86153847 and Coverage=0.25570777
49:IF #,0.555|#|0.275,0.425|#,0.375|#|#|#|#| THEN  ME3 With Confidence=0.85714287 and Coverage=0.739726
50:IF #|0.785,#|0.455,#|#|#|#|#,0.525|#| THEN  EXC With Confidence=0.85714287 and Coverage=0.1875
51:IF #|#|#|#|#|#|#|#,0.15000000000000002| THEN  CYT With Confidence=0.8518519 and Coverage=0.055155877
52:IF #|#|0.425,#|#,0.405|#|#|#|0.475,0.675| THEN  NUC With Confidence=0.85106385 and Coverage=0.103626944
53:IF #,0.575|#|#,0.405|#|#|#|#|#| THEN  ME3 With Confidence=0.8492063 and Coverage=0.7328767
54:IF 0.435,0.605|#|#|0.435,0.785|#|#|#|0.185,0.305| THEN  MIT With Confidence=0.84415585 and Coverage=0.29680365
55:IF 0.20500000000000002,0.575|#|0.46499999999999997,#|#,0.405|#|#|#,0.525|0.315,#| THEN  NUC With Confidence=0.8411215 and Coverage=0.23316061
56:IF #|#|0.425,#|#,0.445|#|#|#|0.475,0.725| THEN  NUC With Confidence=0.83928573 and Coverage=0.12176166
57:IF 0.435,0.705|#|0.435,#|0.425,0.775|#|#|#|0.2,0.315| THEN  MIT With Confidence=0.83908045 and Coverage=0.33333334
58:IF 0.20500000000000002,0.685|#|0.46499999999999997,#|#,0.405|#|#|#,0.525|0.315,0.725| THEN  NUC With Confidence=0.8362069 and Coverage=0.25129533
59:IF #,0.555|#|#,0.415|#|#|#|#|#| THEN  ME3 With Confidence=0.8333333 and Coverage=0.75342464
60:IF 0.195,0.725|#|0.425,0.595|#,0.445|#|#|#|0.425,0.725| THEN  NUC With Confidence=0.83116883 and Coverage=0.1658031
61:IF #|#|0.46499999999999997,0.595|#,0.445|#|#|#|0.425,0.725| THEN  NUC With Confidence=0.82857144 and Coverage=0.15025906
62:IF 0.655,#|0.675,#|0.475,#|#|#|#|#,0.525|#| THEN  EXC With Confidence=0.8235294 and Coverage=0.4375
