3:IF #|#|0.75,#|#|0.45,2.1500000000000004| THEN  1 With Confidence=1.0 and Coverage=0.38518518
4:IF #|#,5.65|#|#|#| THEN  3 With Confidence=0.9259259 and Coverage=0.9259259
5:IF #|#,14.0|#|#,4.0|#| THEN  1 With Confidence=0.91156465 and Coverage=0.9925926

1:IF #|#,5.65|#|#|2.1500000000000004,#| THEN  3 With Confidence=1.0 and Coverage=0.9259259
2:IF #|#|#|4.0,#|#| THEN  3 With Confidence=1.0 and Coverage=0.8888889
3:IF #|#|3.2,#|#|#| THEN  2 With Confidence=1.0 and Coverage=0.59375
4:IF 99.5,101.5|#|#|#|#| THEN  1 With Confidence=1.0 and Coverage=0.05925926
5:IF #|11.05,#|#|#|#,0.45| THEN  2 With Confidence=0.93939394 and Coverage=0.96875
6:IF #|#,15.65|#|#,4.0|#| THEN  1 With Confidence=0.9121622 and Coverage=1.0

1:IF #|11.95,#|1.75,#|#|#,0.55| THEN  2 With Confidence=1.0 and Coverage=0.90625
2:IF #|#|#|4.0,#|#| THEN  3 With Confidence=1.0 and Coverage=0.8148148
3:IF #|#|0.75,3.2|#|0.55,4.45| THEN  1 With Confidence=1.0 and Coverage=0.73333335
4:IF #,99.5|11.0,#|#|#|#| THEN  2 With Confidence=1.0 and Coverage=0.71875
5:IF #|5.65,12.65|#|#,4.0|#| THEN  1 With Confidence=0.9694657 and Coverage=0.94074076
6:IF #|#,5.65|#|#|#| THEN  3 With Confidence=0.96 and Coverage=0.8888889
7:IF #|5.65,#|0.75,2.95|#,4.0|#| THEN  1 With Confidence=0.92253524 and Coverage=0.97037035
8:IF #|13.2,#|#|#|#| THEN  2 With Confidence=0.9 and Coverage=0.84375

