2:IF #|#,6.55|#,1.85|#|4.45,#| THEN  3 With Confidence=1.0 and Coverage=0.8518519
3:IF #|#,5.65|#|#|4.45,#| THEN  3 With Confidence=1.0 and Coverage=0.8148148
4:IF #|#|0.45,0.6499999999999999|#|#| THEN  3 With Confidence=1.0 and Coverage=0.14814815
5:IF #|6.55,12.65|#|#|#| THEN  1 With Confidence=0.9747899 and Coverage=0.85925925
6:IF #|#,16.25|#|#,4.0|#| THEN  1 With Confidence=0.8766234 and Coverage=1.0

1:IF #|#|#|4.0,#|#| THEN  3 With Confidence=1.0 and Coverage=0.8888889
2:IF 99.5,#|5.65,12.95|#|#,4.0|#| THEN  1 With Confidence=1.0 and Coverage=0.8740741
3:IF #|16.25,#|#|#|#| THEN  2 With Confidence=1.0 and Coverage=0.65625
4:IF #|#|#|#|0.45,0.55| THEN  1 With Confidence=1.0 and Coverage=0.037037037
5:IF #|#|#|#|0.45,4.45| THEN  1 With Confidence=0.9734513 and Coverage=0.8148148
6:IF #|11.05,#|#|#|#,0.45| THEN  2 With Confidence=0.93939394 and Coverage=0.96875
7:IF #|#,5.65|#|#|#| THEN  3 With Confidence=0.9259259 and Coverage=0.9259259
8:IF #|5.65,16.25|#|#,4.0|#| THEN  1 With Confidence=0.9236111 and Coverage=0.9851852

1:IF #|5.199999999999999,#|#|#|0.7,7.949999999999999| THEN  1 With Confidence=1.0 and Coverage=0.837037
2:IF #|#|#|4.0,#|#| THEN  3 With Confidence=1.0 and Coverage=0.8148148
3:IF #|13.45,14.0|#|#|#| THEN  1 With Confidence=1.0 and Coverage=0.014814815
4:IF #|#|#|#|0.7,4.45| THEN  1 With Confidence=0.98058254 and Coverage=0.74814814
5:IF #|6.55,11.95|#|#|#| THEN  1 With Confidence=0.9734513 and Coverage=0.8148148
6:IF #|11.95,#|#|#|-0.6499999999999999,0.7| THEN  2 With Confidence=0.9677419 and Coverage=0.9375
7:IF #|#,6.55|#|#|4.45,#| THEN  3 With Confidence=0.96 and Coverage=0.8888889

