2:IF #|12.65,#|#|#|#,0.45| THEN  2 With Confidence=1.0 and Coverage=0.90625
3:IF #|#|#|4.0,#|#| THEN  3 With Confidence=1.0 and Coverage=0.8888889
4:IF #|15.65,#|#|#|#| THEN  2 With Confidence=1.0 and Coverage=0.6875
5:IF #|#,15.65|#|#,4.0|#| THEN  1 With Confidence=0.9121622 and Coverage=1.0

1:IF #|#,5.199999999999999|#|#|#| THEN  3 With Confidence=1.0 and Coverage=0.8148148
2:IF #|#|#|4.0,#|#| THEN  3 With Confidence=1.0 and Coverage=0.8148148
3:IF #|5.199999999999999,16.25|#|#|0.55,4.55| THEN  1 With Confidence=1.0 and Coverage=0.74814814
4:IF #,99.5|#|1.75,#|#|#| THEN  2 With Confidence=1.0 and Coverage=0.71875
5:IF #|5.199999999999999,11.95|#|#,4.0|#| THEN  1 With Confidence=0.97619045 and Coverage=0.9111111
6:IF #|11.95,#|#|#|#| THEN  2 With Confidence=0.71428573 and Coverage=0.9375

